               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 111,            0.014155,           0.0078942,           0.0003786,             0.99711,             0.98469,             0.99459,             0.84824,            0.014858,           0.0058583,          0.00028803,             0.00274,             0.00274,             0.00274
                 112,            0.014021,           0.0080468,          0.00037098,             0.99571,             0.98582,              0.9937,              0.8467,            0.015185,           0.0056622,          0.00028483,            0.002674,            0.002674,            0.002674
                 113,            0.014074,           0.0080835,          0.00039319,             0.99032,             0.98902,             0.99381,             0.84342,            0.014828,            0.005626,          0.00027571,            0.002608,            0.002608,            0.002608
                 114,            0.014296,            0.008078,          0.00038297,             0.98919,             0.98718,             0.99376,             0.84687,             0.01481,           0.0056482,          0.00028791,            0.002542,            0.002542,            0.002542
                 115,            0.014072,           0.0079621,          0.00038099,             0.98862,             0.99256,             0.99363,             0.84637,             0.01487,             0.00551,          0.00027485,            0.002476,            0.002476,            0.002476
                 116,            0.014022,           0.0080097,          0.00037289,             0.99056,             0.98885,             0.99341,             0.84103,            0.014906,            0.005574,          0.00026562,             0.00241,             0.00241,             0.00241
                 117,            0.014255,           0.0082102,          0.00034462,              0.9909,             0.98504,             0.99335,             0.85007,            0.014794,           0.0056864,          0.00026513,            0.002344,            0.002344,            0.002344
                 118,            0.014237,           0.0081326,          0.00040086,             0.98841,             0.98865,              0.9937,             0.84762,             0.01488,           0.0056615,          0.00027106,            0.002278,            0.002278,            0.002278
                 119,            0.013831,           0.0081399,          0.00033507,             0.99112,             0.98637,             0.99369,             0.84332,            0.014931,           0.0058783,          0.00025998,            0.002212,            0.002212,            0.002212
                 120,             0.01391,           0.0080584,           0.0003532,             0.99071,             0.98718,             0.99375,             0.84213,            0.014768,           0.0058413,          0.00026462,            0.002146,            0.002146,            0.002146
                 121,            0.013818,           0.0079477,          0.00034309,             0.98881,             0.98932,             0.99398,              0.8392,            0.015032,           0.0055599,           0.0002603,             0.00208,             0.00208,             0.00208
                 122,              0.0139,           0.0080262,          0.00035716,             0.98809,             0.99145,             0.99446,             0.85016,            0.014915,           0.0056553,          0.00026103,            0.002014,            0.002014,            0.002014
                 123,            0.013853,           0.0080595,          0.00036127,             0.99024,             0.98718,             0.99393,             0.84978,            0.014711,           0.0056934,          0.00026945,            0.001948,            0.001948,            0.001948
                 124,            0.013911,           0.0079375,          0.00037025,             0.98983,             0.98714,             0.99379,             0.84563,            0.014876,           0.0059027,          0.00026561,            0.001882,            0.001882,            0.001882
                 125,            0.013846,           0.0079406,          0.00032489,             0.98875,             0.98892,             0.99432,             0.84464,            0.014617,           0.0058405,          0.00025512,            0.001816,            0.001816,            0.001816
